Timestamp,LUX,ColorTemperature_K,Spectral_1,Spectral_2,Spectral_3,Spectral_4,Spectral_5,Spectral_6,Luminance,IR,Full,ALS,ArduinoTimestamp,IsValid,Confidence,GPS_Valid,Latitude,Longitude,Altitude,Satellites,HDOP
2024-11-12 00:04:00,3.67,7362.0,0.0044,0.0045,0.0041,0.0035,0.0034,0.0028,3.57,0,2,3.81,1731366240000000,True,0.7,False,,,,,
2024-11-12 00:04:15,0.0,7142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1731366255000000,True,0.7,True,52.229717860895505,21.01219027059929,109.71562073228999,12.0,1.74
2024-11-12 00:04:30,0.0,7829.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1731366270000000,True,0.7,True,52.22971411903476,21.012219113637013,109.65977342019703,11.0,1.15
2024-11-12 00:04:45,0.0,6951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1731366285000000,True,0.7,True,52.22970440744603,21.01222055427168,109.29719734824423,8.0,1.57
2024-11-12 00:05:00,1.43,6815.0,0.0016,0.0019,0.0015,0.0015,0.0012,0.0011,1.41,0,1,1.42,1731366300000000,True,0.7,True,52.229711877045816,21.012205868689843,110.5969171032714,9.0,0.87
2024-11-12 00:05:15,5.83,7616.0,0.0062,0.0075,0.0069,0.0056,0.0052,0.0048,5.71,1,5,6.48,1731366315000000,True,0.7,True,52.22971643442841,21.012185839049454,110.17491813934674,10.0,1.02
2024-11-12 00:05:30,0.0,6680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1731366330000000,True,0.7,False,,,,,
2024-11-12 00:05:45,0.0,6916.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1731366345000000,True,0.7,True,52.22969548810403,21.012211809790525,110.73288479862558,10.0,1.31
2024-11-12 00:06:00,4.12,6696.0,0.0048,0.0052,0.0045,0.0039,0.0036,0.003,4.15,0,3,3.95,1731366360000000,True,0.7,True,52.229695071002546,21.01220534541741,109.70432812585251,7.0,1.49
2024-11-12 00:06:15,1.86,5984.0,0.0016,0.0021,0.0024,0.0021,0.0019,0.0017,1.81,0,1,1.9,1731366375000000,True,0.7,False,,,,,
2024-11-12 00:06:30,0.0,6982.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1731366390000000,False,0.0,True,52.229692998898706,21.01220151281494,109.9798345701067,8.0,3.25
2024-11-12 00:06:45,0.0,7647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1731366405000000,True,0.7,True,52.229701824523474,21.012188614678056,110.13520608085402,10.0,1.43
2024-11-12 00:07:00,1.39,6792.0,0.0015,0.0018,0.0014,0.0013,0.0013,0.0011,1.39,0,0,1.4,1731366420000000,True,0.7,True,52.22969444798737,21.01219377467215,110.92473768139351,11.0,1.15
2024-11-12 00:07:15,2.59,,0.0,0.0,0.0,0.0,0.0,0.0,2.55,0,1,2.8,1731366435000000,True,0.9,True,52.229694868730945,21.012214024512936,109.16417848884561,12.0,1.34
2024-11-12 00:07:30,0.39,,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0,0,0.38,1731366450000000,True,0.9,True,52.229686828298895,21.012213862659266,110.43238034576825,8.0,1.51
2024-11-12 00:07:45,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1731366465000000,False,0.0,True,52.22972041978626,21.012219461093178,110.46804139693629,10.0,2.72
2024-11-12 00:08:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1731366480000000,True,0.9,True,52.22970197339273,21.012202017271942,108.61027285762685,12.0,2.17
2024-11-12 00:08:15,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1731366495000000,True,0.9,True,52.22969352832394,21.012192630894692,109.9478043595201,11.0,1.53
2024-11-12 00:08:30,1.48,,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0,1,1.39,1731366510000000,True,0.9,False,,,,,
2024-11-12 00:08:45,1.35,,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0,0,1.4,1731366525000000,True,0.9,True,52.2296878906997,21.01220782184742,111.29083516680606,9.0,1.6
2024-11-12 00:09:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1731366540000000,True,0.9,False,,,,,
2024-11-12 00:09:15,0.53,,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0,0,0.49,1731366555000000,True,0.9,True,52.22969730162518,21.01217535538954,109.6844834777981,9.0,1.93
2024-11-12 00:09:30,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1731366570000000,True,0.9,True,52.229705380806166,21.012192770899937,110.07442096431147,10.0,1.1
2024-11-12 00:09:45,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1731366585000000,True,0.9,True,52.229699669089584,21.01221210647674,109.65229094708542,9.0,1.17
2024-11-12 00:10:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1731366600000000,True,0.9,True,52.229709218620336,21.012188070138514,109.13741918191711,10.0,1.35
2024-11-12 00:10:15,0.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0,0,0.49,1731366615000000,True,0.9,True,52.22970797711826,21.012204110179045,110.10654095288577,14.0,2.31
2024-11-12 00:10:30,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1731366630000000,True,0.9,True,52.229685746284986,21.012194864211683,111.58731713461995,9.0,1.36
2024-11-12 00:10:45,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1731366645000000,True,0.9,False,,,,,
2024-11-12 00:11:00,1.9,6377.0,0.0022,0.0025,0.0022,0.002,0.0018,0.0014,1.88,0,1,1.84,1731366660000000,True,0.7,False,,,,,
2024-11-12 00:11:15,0.0,7238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1731366675000000,True,0.7,True,52.229712470445804,21.01220078959913,108.82188426309938,8.0,1.73
2024-11-12 00:11:30,0.07,7367.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.07,0,0,0.07,1731366690000000,True,0.7,True,52.22969746728243,21.012219920023302,110.53773418804168,12.0,2.02
2024-11-12 00:11:45,0.0,7356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1731366705000000,True,0.7,False,,,,,
2024-11-12 00:12:00,0.92,6867.0,0.0012,0.0011,0.0011,0.0009,0.0008,0.0007,0.93,0,0,0.95,1731366720000000,True,0.7,True,52.22969722815681,21.01220879878704,109.35406072929503,6.0,1.08
2024-11-12 00:12:15,1.0,7384.0,0.0011,0.0012,0.0011,0.0009,0.0009,0.0009,0.97,0,0,1.0,1731366735000000,True,0.7,True,52.229689237555895,21.01219873805426,109.85004067260338,8.0,2.12
2024-11-12 00:12:30,0.44,7329.0,0.0005,0.0006,0.0005,0.0004,0.0004,0.0004,0.45,0,0,0.42,1731366750000000,True,0.7,False,,,,,
2024-11-12 00:12:45,0.86,6911.0,0.001,0.0011,0.0009,0.0009,0.0008,0.0006,0.9,0,0,0.78,1731366765000000,True,0.7,True,52.229710732653075,21.012214042078853,108.74480607779013,10.0,2.32
2024-11-12 00:13:00,0.0,7240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1731366780000000,True,0.7,True,52.22968944503795,21.012195734598777,108.93227469794637,11.0,0.97
2024-11-12 00:13:15,0.36,7431.0,0.0004,0.0005,0.0004,0.0004,0.0003,0.0003,0.36,0,0,0.37,1731366795000000,True,0.7,True,52.22968142861033,21.012213481807613,110.30964338980895,8.0,1.47
2024-11-12 00:13:30,0.0,5918.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1731366810000000,True,0.7,True,52.229705372622774,21.0121784875077,110.91963393463283,9.0,1.57
2024-11-12 00:13:45,0.0,7057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1731366825000000,True,0.7,False,,,,,
2024-11-12 00:14:00,0.0,7139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1731366840000000,True,0.7,True,52.22968235275326,21.012202814825844,111.03242362694205,9.0,1.66
2024-11-12 00:14:15,0.0,7740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1731366855000000,True,0.7,True,52.229698486367745,21.012190660993863,110.37248438140091,10.0,1.07
2024-11-12 00:14:30,3.32,7559.0,0.0035,0.0041,0.0038,0.0033,0.0033,0.0023,3.32,0,2,3.4,1731366870000000,True,0.7,True,52.22970209980269,21.012218664362386,109.84943508525743,10.0,0.86
2024-11-12 00:14:45,0.47,6216.0,0.0005,0.0006,0.0005,0.0005,0.0004,0.0004,0.47,0,0,0.4,1731366885000000,True,0.7,True,52.229704971288825,21.012190925629948,110.29994939371308,9.0,2.26
2024-11-12 00:15:00,0.66,7168.0,0.0008,0.0008,0.0008,0.0007,0.0006,0.0005,0.63,0,0,0.68,1731366900000000,True,0.7,True,52.22969255933132,21.012205463351663,108.61432928509356,12.0,1.35
2024-11-12 00:15:15,0.6,7405.0,0.0007,0.0008,0.0007,0.0007,0.0006,0.0005,0.6,0,0,0.63,1731366915000000,True,0.7,True,52.22969937429163,21.012213965251817,109.4300188665991,9.0,2.1
2024-11-12 00:15:30,2.42,7044.0,0.0028,0.0032,0.0028,0.0025,0.0021,0.0019,2.34,0,1,2.53,1731366930000000,True,0.7,True,52.22971023575555,21.012202475077988,110.45501418117203,11.0,1.29
2024-11-12 00:15:45,5.9,6121.0,0.007,0.0081,0.0067,0.0061,0.0053,0.0049,5.92,1,4,6.03,1731366945000000,False,0.0,True,52.22969319059315,21.012196794037457,110.07923168940806,10.0,1.48
2024-11-12 00:16:00,0.9,6690.0,0.0011,0.0011,0.001,0.0009,0.0008,0.0007,0.9,0,0,0.98,1731366960000000,True,0.7,True,52.22970521097704,21.012189553653805,109.36904795438375,13.0,0.69
2024-11-12 00:16:15,3.85,8195.0,0.0045,0.005,0.0042,0.0038,0.003,0.0028,3.87,0,3,3.57,1731366975000000,True,0.7,True,52.229703270122,21.01220083554702,110.00098269138104,9.0,1.75
2024-11-12 00:16:30,0.0,7169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1731366990000000,True,0.7,True,52.22970689581238,21.012178717942703,110.04542389107633,5.0,2.2
2024-11-12 00:16:45,1.8,7467.0,0.002,0.0024,0.002,0.0017,0.0016,0.0013,1.78,0,1,1.86,1731367005000000,True,0.7,False,,,,,
2024-11-12 00:17:00,0.81,6950.0,0.0009,0.0011,0.001,0.0008,0.0007,0.0007,0.82,0,0,0.83,1731367020000000,True,0.7,True,52.22971320354304,21.012197007521582,111.09093801541734,6.0,2.04
2024-11-12 00:17:15,3.65,6911.0,0.0043,0.0048,0.0044,0.0034,0.0033,0.0029,3.69,0,2,3.85,1731367035000000,True,0.7,True,52.229698005008224,21.01221944545548,111.31342484411373,5.0,1.95
2024-11-12 00:17:30,0.0,6256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1731367050000000,True,0.7,True,52.22969178265926,21.012192176236983,108.71352003609903,9.0,1.09
2024-11-12 00:17:45,1.47,7312.0,0.0017,0.002,0.0018,0.0015,0.0014,0.0011,1.46,0,1,1.48,1731367065000000,True,0.7,True,52.22970587143692,21.012207473075023,111.35269148101143,10.0,1.01
2024-11-12 00:18:00,0.0,7071.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1731367080000000,True,0.7,False,,,,,
2024-11-12 00:18:15,1.92,6565.0,0.0022,0.0025,0.0021,0.0018,0.0016,0.0015,1.84,0,1,1.96,1731367095000000,True,0.7,True,52.22972422857943,21.012212117042072,110.94047851758329,12.0,1.48
2024-11-12 00:18:30,0.0,7283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1731367110000000,True,0.7,True,52.22968043209964,21.01218765453755,110.27017746780953,10.0,1.87
2024-11-12 00:18:45,2.2,7646.0,0.0026,0.0027,0.0025,0.0023,0.002,0.0015,2.21,0,1,1.99,1731367125000000,True,0.7,True,52.22969661176102,21.012188315411592,110.46687614159927,12.0,1.47
2024-11-12 00:19:00,5.66,6919.0,0.0065,0.0073,0.0065,0.0059,0.0048,0.0044,5.49,0,4,6.29,1731367140000000,True,0.7,True,52.229702136992366,21.012193396114156,109.53736396717305,13.0,1.65
2024-11-12 00:19:15,3.73,7456.0,0.0042,0.005,0.0041,0.0038,0.0034,0.0026,3.7,0,2,3.75,1731367155000000,True,0.7,True,52.22968781085049,21.012197071187284,108.90957102344967,12.0,1.72
2024-11-12 00:19:30,0.2,7253.0,0.0002,0.0003,0.0002,0.0002,0.0002,0.0002,0.2,0,0,0.2,1731367170000000,True,0.7,True,52.229702260896254,21.012206265722504,110.9966316670032,7.0,1.54
2024-11-12 00:19:45,1.26,6622.0,0.0014,0.0017,0.0014,0.0012,0.0011,0.001,1.24,0,0,1.3,1731367185000000,False,0.0,True,52.229686858957905,21.012212720426778,110.14291759670641,10.0,1.98
2024-11-12 00:20:00,0.91,7164.0,0.0009,0.0011,0.001,0.0009,0.0009,0.0007,0.9,0,0,1.02,1731367200000000,True,0.7,True,52.229701894273425,21.012203689859437,110.6104784692559,12.0,1.31
2024-11-12 00:20:15,0.82,6443.0,0.001,0.0009,0.001,0.0009,0.0007,0.0005,0.8,0,0,0.79,1731367215000000,True,0.7,False,,,,,
2024-11-12 00:20:30,0.0,6665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1731367230000000,True,0.7,True,52.229707221842055,21.01220542183296,110.46914578562257,8.0,1.35
2024-11-12 00:20:45,2.0,7114.0,0.0023,0.0024,0.0024,0.0021,0.0018,0.0016,2.01,0,1,2.09,1731367245000000,True,0.7,False,,,,,
2024-11-12 00:21:00,2.07,,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0,1,2.03,1731367260000000,True,0.9,False,,,,,
2024-11-12 00:21:15,0.84,,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0,0,0.8,1731367275000000,True,0.9,False,,,,,
2024-11-12 00:21:30,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1731367290000000,True,0.9,False,,,,,
2024-11-12 00:21:45,0.33,,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0,0,0.33,1731367305000000,True,0.9,True,52.22969358808827,21.012206568826652,109.44037040862038,10.0,1.49
2024-11-12 00:22:00,4.45,,0.0,0.0,0.0,0.0,0.0,0.0,4.45,0,3,4.33,1731367320000000,True,0.9,True,52.22970931576062,21.01219487750234,109.68683718632732,10.0,1.51
2024-11-12 00:22:15,2.14,,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0,1,2.13,1731367335000000,True,0.9,True,52.22969976650969,21.01219172840926,110.11910151455406,10.0,1.9
2024-11-12 00:22:30,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,9.06,2,7,9.67,1731367350000000,True,0.9,True,52.22971152824187,21.012187164016325,109.16793613112158,11.0,1.47
2024-11-12 00:22:45,6.58,,0.0,0.0,0.0,0.0,0.0,0.0,6.67,1,6,6.53,1731367365000000,True,0.9,True,52.22967429214989,21.012198685679035,110.33349327530611,13.0,1.35
2024-11-12 00:23:00,12.08,,0.0,0.0,0.0,0.0,0.0,0.0,12.1,3,10,11.65,1731367380000000,True,1.0,True,52.22969815545637,21.012183390651767,108.31915327581544,6.0,1.21
2024-11-12 00:23:15,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1731367395000000,True,0.9,True,52.229696835460956,21.01217732366923,109.1780157907303,9.0,1.0
2024-11-12 00:23:30,3.66,,0.0,0.0,0.0,0.0,0.0,0.0,3.69,0,2,3.73,1731367410000000,True,0.9,True,52.22970063854434,21.012196724048334,109.17147829072078,8.0,0.6
2024-11-12 00:23:45,1.16,,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0,0,1.16,1731367425000000,True,0.9,True,52.22970082867076,21.012191783803793,110.59867166207069,7.0,1.62
2024-11-12 00:24:00,9.44,,0.0,0.0,0.0,0.0,0.0,0.0,9.17,1,6,9.09,1731367440000000,True,0.9,True,52.22968628425886,21.01220160424458,110.24617245152984,10.0,1.41
2024-11-12 00:24:15,2.9,6528.0,0.0031,0.0034,0.0033,0.003,0.0027,0.0025,2.91,0,2,2.93,1731367455000000,True,0.7,True,52.22970874145167,21.012201017787106,110.25574874518523,7.0,1.15
2024-11-12 00:24:30,0.0,6367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1731367470000000,True,0.7,True,52.229720817540375,21.01219448124386,109.9946844594777,9.0,1.88
2024-11-12 00:24:45,0.96,7344.0,0.0011,0.0011,0.0011,0.0009,0.0008,0.0006,0.97,0,0,1.02,1731367485000000,True,0.7,True,52.22969577130385,21.012208366329943,108.80665305198194,7.0,0.96
2024-11-12 00:25:00,2.16,6362.0,0.0026,0.0028,0.0026,0.0024,0.0017,0.0016,2.19,0,1,2.02,1731367500000000,True,0.7,True,52.22971338335041,21.012198511157724,108.86570684390156,11.0,1.06
2024-11-12 00:25:15,3.25,6373.0,0.0038,0.0043,0.0037,0.0032,0.0029,0.0022,3.19,0,2,3.17,1731367515000000,True,0.7,True,52.229700438084684,21.012193202555796,109.64236188670453,13.0,0.5
2024-11-12 00:25:30,2.26,5628.0,0.0019,0.0026,0.0027,0.0023,0.0024,0.0019,2.24,0,1,2.38,1731367530000000,True,0.7,True,52.22970251312289,21.012206117907972,109.72573071508214,9.0,1.26
2024-11-12 00:25:45,1.57,6974.0,0.0018,0.002,0.0019,0.0016,0.0013,0.0011,1.63,0,1,1.55,1731367545000000,True,0.7,True,52.22970406101818,21.012198186749746,111.01010667820596,8.0,1.63
2024-11-12 00:26:00,0.88,7156.0,0.001,0.0011,0.001,0.0009,0.0008,0.0007,0.87,0,0,0.9,1731367560000000,True,0.7,True,52.22968320886939,21.012216206608134,109.95373488390146,11.0,1.28
2024-11-12 00:26:15,0.0,7368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1731367575000000,True,0.7,True,52.22970002793434,21.012202408074657,113.79614343227055,8.0,1.87
2024-11-12 00:26:30,4.24,7095.0,0.0051,0.0055,0.005,0.0045,0.0035,0.0033,4.17,0,2,4.27,1731367590000000,True,0.7,False,,,,,
2024-11-12 00:26:45,0.0,6414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1731367605000000,True,0.7,True,52.2297288170275,21.012207215359478,110.19444563338942,8.0,1.27
2024-11-12 00:27:00,0.0,7386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1731367620000000,True,0.7,False,,,,,
2024-11-12 00:27:15,4.06,7312.0,0.0047,0.0049,0.0046,0.0042,0.0039,0.0029,4.18,0,2,3.95,1731367635000000,True,0.7,True,52.22971500127724,21.012178217769826,110.68119527852522,11.0,1.34
2024-11-12 00:27:30,0.0,7098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1731367650000000,True,0.7,True,52.2296999326462,21.01220333124895,110.68050282152126,11.0,1.36
2024-11-12 00:27:45,0.4,6809.0,0.0004,0.0005,0.0004,0.0004,0.0004,0.0003,0.4,0,0,0.36,1731367665000000,True,0.7,True,52.229692806278806,21.012193364323043,109.24471588483513,8.0,1.37
2024-11-12 00:28:00,0.65,6631.0,0.0007,0.0008,0.0008,0.0007,0.0006,0.0005,0.65,0,0,0.64,1731367680000000,True,0.7,False,,,,,
2024-11-12 00:28:15,0.0,7320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1731367695000000,True,0.7,True,52.22968580940486,21.01218625021788,109.80903807871279,11.0,1.23
2024-11-12 00:28:30,0.0,6936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1731367710000000,True,0.7,True,52.22968603209534,21.01219859183454,110.43551796935907,8.0,1.15
2024-11-12 00:28:45,1.35,8594.0,0.0014,0.0017,0.0016,0.0015,0.0012,0.001,1.36,0,1,1.33,1731367725000000,True,0.7,True,52.22968447397129,21.01220487244274,112.81078891748481,12.0,1.27
2024-11-12 00:29:00,0.55,,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0,0,0.53,1731367740000000,True,0.9,True,52.229704641494365,21.01220576407082,111.50171894633381,8.0,1.53
2024-11-12 00:29:15,0.05,,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0,0,0.05,1731367755000000,True,0.9,True,52.229708527288444,21.012190875751205,110.29558296261217,12.0,1.73
2024-11-12 00:29:30,13.22,,0.0,0.0,0.0,0.0,0.0,0.0,13.22,2,10,12.9,1731367770000000,True,1.0,True,52.22969742085093,21.01221038109959,110.71085379946275,10.0,1.55
2024-11-12 00:29:45,0.9,6920.0,0.001,0.0012,0.001,0.001,0.0008,0.0006,0.89,0,0,0.94,1731367785000000,True,0.7,True,52.2297013239683,21.012211083002715,108.80310651677156,10.0,1.51
2024-11-12 00:30:00,0.0,6546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1731367800000000,True,0.7,True,52.22970071588593,21.012189909603922,108.6756503537066,8.0,1.09
2024-11-12 00:30:15,0.16,7298.0,0.0002,0.0002,0.0002,0.0002,0.0001,0.0001,0.16,0,0,0.18,1731367815000000,True,0.7,True,52.22969580466841,21.012202777476286,110.89582135558655,10.0,1.14
2024-11-12 00:30:30,0.09,6451.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.09,0,0,0.09,1731367830000000,True,0.7,True,52.229710262098955,21.012187751050554,108.7668576153908,9.0,1.27
2024-11-12 00:30:45,0.49,7369.0,0.0006,0.0006,0.0006,0.0005,0.0004,0.0004,0.48,0,0,0.47,1731367845000000,True,0.7,True,52.22970303357931,21.012196549598915,109.98922451982148,8.0,0.74
2024-11-12 00:31:00,2.52,6376.0,0.0029,0.0032,0.0028,0.0025,0.0022,0.0018,2.5,0,2,2.66,1731367860000000,True,0.7,True,52.22967951362969,21.012196488881685,109.91741401063716,13.0,1.5
2024-11-12 00:31:15,0.88,7894.0,0.0011,0.0011,0.0009,0.001,0.0009,0.0007,0.88,0,0,0.88,1731367875000000,True,0.7,True,52.22971238525985,21.012202345661755,109.56216541590064,11.0,1.02
2024-11-12 00:31:30,1.91,7824.0,0.0023,0.0024,0.0023,0.0022,0.0017,0.0015,1.93,0,1,1.84,1731367890000000,True,0.7,True,52.229702558648256,21.012214500007218,109.87380426507353,10.0,1.35
2024-11-12 00:31:45,4.94,6681.0,0.0057,0.0067,0.0058,0.0053,0.0044,0.0034,4.88,0,4,4.86,1731367905000000,True,0.7,False,,,,,
2024-11-12 00:32:00,0.0,6845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1731367920000000,True,0.7,True,52.22971843168221,21.012203321664394,109.38522567892937,9.0,1.83
2024-11-12 00:32:15,0.0,6980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1731367935000000,True,0.7,True,52.22970792252988,21.012204358559522,107.50290931215363,10.0,1.48
2024-11-12 00:32:30,3.88,6818.0,0.0045,0.0052,0.0046,0.004,0.0034,0.0028,3.84,0,3,3.82,1731367950000000,True,0.7,True,52.229698180066826,21.012192661137604,110.83166137809164,9.0,0.9
2024-11-12 00:32:45,0.02,6770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0,0,0.02,1731367965000000,True,0.7,False,,,,,
2024-11-12 00:33:00,0.0,7663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1731367980000000,True,0.7,True,52.22969010085565,21.012199098666112,110.45026328009621,13.0,1.23
2024-11-12 00:33:15,0.0,7758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1731367995000000,True,0.7,False,,,,,
2024-11-12 00:33:30,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1731368010000000,True,0.9,True,52.22969772810069,21.012190998664085,110.27781863588086,10.0,1.34
2024-11-12 00:33:45,6.71,,0.0,0.0,0.0,0.0,0.0,0.0,6.8,1,5,6.5,1731368025000000,True,0.9,True,52.22970593365223,21.01219166918338,110.20493779782676,11.0,1.6
